GexfID	Title	IMDB_id	ReleaseDate	Slug	WeightedDegree	Modularity	PathLength	Diameter	ClusteringCoefficient	ConnectedComponents	Density	Edges	Characters
804	Taking Lives	tt0364045	2004	Taking-Lives	6,343	0,337	2,199	4,000	0,427	6,000	0,094	147	34
805	Taking Sides	tt0260414	2001	Taking-Sides	6,857	0,230	1,819	3,000	0,681	3,000	0,214	94	21
806	The Talented Mr. Ripley	tt0134119	1999	The-Talented-Mr.-Ripley	9,043	0,306	1,866	3,000	0,647	2,000	0,166	145	23
808	Taxi Driver	tt0075314	1976	Taxi-Driver	6,833	0,320	1,759	2,000	0,783	2,000	0,221	96	23
809	The Terminator	tt0088247	1984	The-Terminator	3,854	0,514	2,598	5,000	0,445	9,000	0,065	98	41
810	Terminator 2: Judgment Day	tt0103064	1991	Terminator-2:-Judgment-Day	6,839	0,285	2,280	5,000	0,546	6,000	0,123	139	29
811	Terminator Salvation	tt0438488	2009	Terminator-Salvation	9,200	0,397	1,968	3,000	0,653	5,000	0,165	185	30
812	Thelma & Louise	tt0103074	1991	Thelma-&-Louise	9,077	0,325	2,067	3,000	0,540	3,000	0,160	156	21
814	They	tt0283632	2002	They	0,389	0,857	1,000	1,000	0,000	29,000	0,011	7	34
815	The Thing	tt0084787	1982	The-Thing	35,636	0,085	1,433	3,000	0,794	2,000	0,545	486	14
816	Thirteen Days	tt0146309	2000	Thirteen-Days	11,593	0,291	2,281	5,000	0,569	5,000	0,109	415	51
817	This Boy's Life	tt0108330	1993	This-Boy's-Life	9,097	0,333	1,954	4,000	0,706	2,000	0,138	200	31
818	Three Kings	tt0120188	1999	Three-Kings	15,268	0,298	1,878	3,000	0,720	2,000	0,215	378	40
819	Kings of the Turf	tt0033788	1941	Kings-of-the-Turf	13,833	0,117	1,556	2,000	0,474	4,000	0,242	118	8
820	3 Men and a Baby	tt0094137	1987	3-Men-and-a-Baby	12,000	0,331	2,026	4,000	0,677	1,000	0,168	314	43
821	The Three Musketeers	tt0108333	1993	The-Three-Musketeers	8,737	0,274	1,946	4,000	0,668	7,000	0,171	207	37
822	Thunderheart	tt0105585	1992	Thunderheart	10,571	0,307	1,805	3,000	0,814	3,000	0,189	218	36
824	Timber Falls	tt0857295	2007	Timber-Falls	11,800	0,069	1,333	2,000	0,674	2,000	0,533	83	10
825	The Time Machine	tt0268695	2002	The-Time-Machine	7,667	0,263	1,667	2,000	0,600	1,000	0,333	56	11
826	Tin Cup	tt0117918	1996	Tin-Cup	15,371	0,240	1,857	3,000	0,744	2,000	0,213	315	32
827	The Day After Tomorrow	tt0319262	2004	The-Day-After-Tomorrow	13,333	0,277	1,994	3,000	0,673	1,000	0,199	343	42
828	Titanic	tt0120338	1997	Titanic	12,306	0,343	2,198	4,000	0,723	3,000	0,117	547	72
829	TMNT	tt0453556	2007	TMNT	20,000	0,220	1,725	4,000	0,630	6,000	0,244	551	41
830	To Sleep with Anger	tt0100791	1990	To-Sleep-with-Anger	12,378	0,213	1,911	3,000	0,597	6,000	0,176	304	36
831	Tombstone	tt0108358	1993	Tombstone	23,875	0,203	1,802	4,000	0,758	1,000	0,299	707	45
832	Tomorrow Never Dies	tt0120347	1997	Tomorrow-Never-Dies	7,089	0,532	2,461	4,000	0,743	4,000	0,072	316	77
833	Top Gun	tt0092099	1986	Top-Gun	14,333	0,267	1,749	3,000	0,737	3,000	0,265	310	34
834	Total Recall	tt0100802	1990	Total-Recall	5,304	0,442	2,220	4,000	0,546	6,000	0,082	146	45
835	The Tourist	tt1243957	2010	The-Tourist	10,762	0,254	1,877	3,000	0,612	3,000	0,219	153	21
836	Toy Story	tt0114709	1995	Toy-Story	20,400	0,342	1,816	4,000	0,787	2,000	0,262	526	39
837	Traffic	tt0181865	2000	Traffic	5,023	0,698	3,543	7,000	0,545	7,000	0,044	231	80
839	Trainspotting	tt0117951	1996	Trainspotting	9,727	0,215	1,900	3,000	0,589	1,000	0,260	142	22
840	The Transformers: The Movie	tt0092106	1986	The-Transformers:-The-Movie	25,152	0,214	1,809	4,000	0,759	2,000	0,288	695	53
841	Tremors	tt0100814	1990	Tremors	29,368	0,119	1,423	2,000	0,749	2,000	0,462	413	17
843	TRON	tt0084827	1982	TRON	11,032	0,274	1,807	4,000	0,682	3,000	0,252	192	26
844	Tropic Thunder	tt0942385	2008	Tropic-Thunder	14,826	0,276	2,034	5,000	0,720	2,000	0,213	293	29
846	True Lies	tt0111503	1994	True-Lies	9,086	0,412	2,133	4,000	0,601	4,000	0,109	216	29
847	True Romance	tt0108399	1993	True-Romance	16,591	0,182	1,895	4,000	0,706	1,000	0,265	313	37
848	The Truman Show	tt0120382	1998	The-Truman-Show	5,286	0,515	2,215	4,000	0,590	7,000	0,063	183	55
849	Twilight	tt1099212	2008	Twilight	15,529	0,280	1,727	3,000	0,706	4,000	0,241	323	28
850	New Moon	tt1259571	2009	New-Moon	11,707	0,339	1,836	3,000	0,734	3,000	0,162	313	41
851	Twin Peaks	tt0098936	1990	Twin-Peaks	5,938	0,568	2,711	5,000	0,582	4,000	0,074	231	64
852	Dead Ringers	tt0094964	1988	Dead-Ringers	7,130	0,386	2,247	5,000	0,597	2,000	0,096	220	46
853	Two for the Money	tt0417217	2005	Two-for-the-Money	8,356	0,275	1,889	3,000	0,693	4,000	0,111	231	41
854	U Turn	tt0120399	1997	U-Turn	8,300	0,290	1,726	2,000	0,712	1,000	0,274	107	20
855	Unbreakable	tt0217869	2000	Unbreakable	4,647	0,382	2,146	4,000	0,482	3,000	0,112	91	34
857	Up	tt1049413	2009	Up	9,913	0,269	2,206	4,000	0,536	1,000	0,206	149	19
858	Up in the Air	tt1193138	2009	Up-in-the-Air	6,500	0,342	1,963	3,000	0,481	2,000	0,124	125	28
859	The Usual Suspects	tt0114814	1995	The-Usual-Suspects	14,432	0,314	2,003	5,000	0,712	3,000	0,195	338	32
860	V for Vendetta	tt0434409	2006	V-for-Vendetta	6,075	0,521	2,649	5,000	0,695	5,000	0,081	177	51
861	Valkyrie	tt0985699	2008	Valkyrie	6,783	0,417	2,494	6,000	0,592	2,000	0,098	185	44
862	Vanilla Sky	tt0259711	2001	Vanilla-Sky	7,133	0,302	1,830	2,000	0,794	2,000	0,159	119	24
863	The Verdict	tt0084855	1982	The-Verdict	8,667	0,265	2,043	4,000	0,745	1,000	0,132	204	38
865	Very Bad Things	tt0124198	1998	Very-Bad-Things	14,500	0,209	1,829	4,000	0,745	5,000	0,192	284	26
867	Virtuosity	tt0114857	1995	Virtuosity	6,596	0,321	2,163	4,000	0,482	9,000	0,084	198	44
869	Wag the Dog	tt0120885	1997	Wag-the-Dog	12,250	0,263	1,991	4,000	0,811	2,000	0,138	460	61
870	A Walk to Remember	tt0281358	2002	A-Walk-to-Remember	11,700	0,238	1,816	3,000	0,645	1,000	0,221	170	20
871	Walking Tall	tt0351977	2004	Walking-Tall	9,744	0,406	1,914	4,000	0,750	1,000	0,200	213	37
872	Wall Street	tt0094291	1987	Wall-Street	9,164	0,433	2,067	4,000	0,680	3,000	0,109	301	55
873	WALL-E	tt0910970	2008	WALL-E	14,757	0,187	1,686	3,000	0,697	4,000	0,309	139	18
874	Wanted	tt0493464	2008	Wanted	5,486	0,400	1,803	2,000	0,658	6,000	0,103	109	31
875	War of the Worlds	tt0407304	2005	War-of-the-Worlds	10,710	0,299	1,755	2,000	0,868	1,000	0,245	190	30
876	Warm Springs	tt0423510	2005	Warm-Springs	10,912	0,336	1,950	3,000	0,690	5,000	0,127	385	53
877	Watchmen	tt0409459	2009	Watchmen	6,840	0,493	2,569	5,000	0,701	4,000	0,063	288	72
878	We Own the Night	tt0498399	2007	We-Own-the-Night	10,355	0,268	1,989	4,000	0,701	5,000	0,111	342	50
879	What About Bob?	tt0103241	1991	What-About-Bob?	10,308	0,428	2,137	3,000	0,688	2,000	0,101	343	50
880	What Lies Beneath	tt0161081	2000	What-Lies-Beneath	7,000	0,209	1,791	2,000	0,616	1,000	0,209	87	18
881	When a Stranger Calls	tt0455857	2006	When-a-Stranger-Calls	6,810	0,457	2,329	4,000	0,653	2,000	0,136	125	38
883	While She Was Out	tt0887971	2008	While-She-Was-Out	7,789	0,319	1,813	3,000	0,653	1,000	0,246	93	18
884	White Christmas	tt0047673	1954	White-Christmas	13,724	0,233	1,759	3,000	0,822	1,000	0,296	243	28
885	White Jazz	tt0892384	2012	White-Jazz	7,860	0,346	1,920	3,000	0,835	2,000	0,136	189	41
887	White Squall	tt0118158	1996	White-Squall	30,261	0,181	1,775	3,000	0,752	1,000	0,299	906	43
888	Whiteout	tt0365929	2009	Whiteout	8,880	0,242	1,783	2,000	0,769	1,000	0,217	136	19
889	Who Framed Roger Rabbit	tt0096438	1988	Who-Framed-Roger-Rabbit	7,913	0,399	1,967	4,000	0,774	4,000	0,133	207	41
891	Wild at Heart	tt0100935	1990	Wild-at-Heart	6,356	0,425	2,437	5,000	0,614	5,000	0,085	180	45
892	The Wild Bunch	tt0065214	1969	The-Wild-Bunch	26,667	0,225	1,744	3,000	0,830	2,000	0,250	636	42
893	Where the Wild Things Are	tt0386117	2009	Where-the-Wild-Things-Are	10,267	0,278	1,968	4,000	0,636	3,000	0,202	208	30
895	Wild Wild West	tt0120891	1999	Wild-Wild-West	10,333	0,286	2,037	4,000	0,626	3,000	0,177	207	28
896	Willow	tt0096446	1988	Willow	11,610	0,396	2,071	4,000	0,740	2,000	0,159	308	40
899	Witness	tt0090329	1985	Witness	11,963	0,287	2,026	5,000	0,632	7,000	0,161	219	38
901	Wonder Boys	tt0185014	2000	Wonder-Boys	11,586	0,274	1,788	2,000	0,719	1,000	0,212	225	29
902	The Woodsman	tt0361127	2004	The-Woodsman	5,111	0,290	1,857	3,000	0,535	4,000	0,163	63	16
904	The Wrestler	tt1125849	2008	The-Wrestler	3,643	0,421	2,061	4,000	0,443	11,000	0,055	115	50
905	The X Files	tt0120902	1998	The-X-Files	5,077	0,419	2,380	5,000	0,477	3,000	0,126	81	24
906	X-Men	tt0120903	2000	X-Men	10,000	0,238	1,857	4,000	0,676	2,000	0,262	167	24
907	X-Men Origins: Wolverine	tt0458525	2009	X-Men-Origins:-Wolverine	5,333	0,431	2,493	6,000	0,503	4,000	0,079	138	41
908	xXx	tt0295701	2002	xXx	6,750	0,346	1,872	3,000	0,623	6,000	0,121	131	26
910	Yes Man	tt1068680	2008	Yes-Man	9,143	0,351	1,899	2,000	0,729	2,000	0,097	308	51
911	You Can Count on Me	tt0203230	2000	You-Can-Count-on-Me	11,400	0,275	1,752	3,000	0,583	4,000	0,211	153	18
912	You've Got Mail	tt0128853	1998	You've-Got-Mail	8,769	0,374	2,131	4,000	0,727	2,000	0,130	218	36
913	Youth in Revolt	tt0403702	2009	Youth-in-Revolt	11,000	0,287	1,916	4,000	0,640	2,000	0,145	276	34
914	Zerophilia	tt0421090	2005	Zerophilia	13,625	0,101	1,604	3,000	0,557	3,000	0,367	150	14
